label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+0_3_09 0 3 9    0.167722 0.00767759  0.301129 0.138657   0.648753 0.114014    -2.37965 0.0827821  1.46426 0.589725  -0.322264 0.0885934  -0.310327 0.0565951  0.326489 0.0717665    2.74797 0.0189126  4.09177 0.181598    -2.38074 0.0828069  0.36336 0.686638  1.4578 0.589846  -0.311052 0.0910864    -0.311792 0.0566011  0.352987 0.678897  0.333689 0.0719038    -0.215444 0.084236  -1.39866 0.905687  0.34047 0.678935  0.334056 0.0719025
MB+0_3_10 0 3 10    -0.0723837 0.0081953  -0.448681 0.1514   0.107407 0.123013    2.28338 0.0892512  1.7083 0.643932  -0.419253 0.0951719  0.239168 0.0610766  -0.311846 0.0779395    -0.206186 0.0203803  -2.3335 0.194718    2.28417 0.0892443  -2.26754 0.736038  1.67957 0.643946  -0.359631 0.0970985    0.234885 0.0610903  -0.374211 0.729017  -0.313605 0.0779361    0.244313 0.0912819  -0.135078 0.969407  -0.376428 0.729203  -0.313591 0.0779362
MB+0_3_11 0 3 11    0.0210584 0.0083123  -0.225528 0.143903   0.0344288 0.123267    0.27031 0.0899611  0.845892 0.612012  -0.0594629 0.0964235  -0.430358 0.0609974  -0.0250341 0.0767932    -0.112839 0.0204  0.495264 0.196591    0.270322 0.0899597  -0.998574 0.745162  0.873869 0.612358  -0.0128052 0.102515    -0.424733 0.0610453  -0.799763 0.728111  -0.021625 0.0768044    -0.441428 0.0903419  0.242766 0.969074  -0.805137 0.728418  -0.0218106 0.0768076
MB+0_3_12 0 3 12    -0.0726356 0.00737277  -0.28189 0.131896   0.212247 0.10982    0.0843225 0.0798729  -0.492445 0.560969  -0.000921273 0.0858147  2.02796 0.0544291  0.211326 0.0685293    -1.69456 0.0181293  -1.9141 0.174205    0.0847682 0.0798738  -0.305585 0.662015  -0.489062 0.560979  -0.0123392 0.0891751    2.02794 0.0544274  0.87948 0.646529  0.206261 0.0685687    2.12071 0.0811988  -1.34526 0.873771  0.873612 0.646529  0.206188 0.0685676
MB+1_3_01 1 3 1    0.15693 0.00859967  0.295101 0.151454   0.208316 0.130404    -0.389957 0.0912436  1.45695 0.631141  0.520054 0.101793  1.18952 0.0662646  0.728371 0.0815076    0.934849 0.0867614  4.62402 0.200539    -0.389228 0.0912501  0.512433 0.772861  1.46488 0.631255  0.505431 0.104156    1.18941 0.0662642  0.660333 0.810635  0.387856 0.355941    1.16428 0.0674251  0.496739 0.24726  0.746096 0.811726  0.42401 0.356379
MB+1_3_02 1 3 2    -0.118075 0.00880322  0.213212 0.155417   -0.586343 0.162396    -0.0304114 0.093481  -0.542242 0.648002  0.358012 0.103758  0.196766 0.102096  -0.228331 0.124927    1.69614 0.0873465  -2.70895 0.203766    -0.0249056 0.0934811  2.93246 0.786356  -0.48053 0.648133  0.284194 0.105616    0.197111 0.0683171  1.16433 0.828628  0.49546 0.361368    0.161548 0.0689876  0.946674 0.256938  1.34101 0.829918  0.56908 0.361878
MB+1_3_03 1 3 3    -0.0605491 0.00801674  -0.141905 0.143844   0.327169 0.124938    0.714404 0.0857219  -0.402147 0.599852  0.247503 0.0949944  1.3081 0.0637258  0.574672 0.0811512    -0.316207 0.0806619  -1.34329 0.187983    0.714302 0.0857314  -0.0808414 0.73827  -0.402274 0.599874  0.250704 0.0994583    1.30736 0.0637297  0.370326 0.791934  0.902768 0.346013    1.26535 0.0644309  1.03122 0.23454  0.177638 0.793168  0.825117 0.346562
MB+1_3_04 1 3 4    0.0474329 0.0166069  -0.579326 0.263948   1.56416 0.281691    1.92059 0.132814  2.04507 1.08938  0.224248 0.197168  1.45431 0.16014  1.78841 0.201182    -1.00238 0.182316  1.47116 0.389499    1.92231 0.13283  1.79509 2.24246  2.02052 1.08976  0.336418 0.24211    1.44524 0.165944  -4.68299 1.60899  -1.30979 0.766865    1.36122 0.162969  1.81026 0.661475  0.0511487 2.36129  0.903849 1.11465
MB+1_3_05 1 3 5    -0.0514948 0.00786877  0.335249 0.141398   -0.646162 0.121516    3.02818 0.0852912  -1.81804 0.589679  0.206419 0.0934881  0.345574 0.0619289  -0.439743 0.0776286    0.195188 0.0792333  -1.14536 0.184195    3.03269 0.0853068  1.77157 0.720161  -1.78267 0.589833  0.132296 0.098231    0.345053 0.0619281  -0.459186 0.755902  0.138412 0.330775    0.323065 0.0627186  0.501608 0.227034  -0.512029 0.756254  0.116657 0.330909
MB+1_3_06 1 3 6    -0.0560667 0.00749992  -0.0988086 0.134646   -0.126425 0.116123    4.07568 0.0814386  -0.387063 0.561445  0.212753 0.0893586  0.327876 0.0594988  0.0863288 0.0741588    -0.167156 0.0756889  -1.26257 0.175962    4.07845 0.0814525  1.19191 0.682649  -0.364568 0.561587  0.168203 0.0929411    0.327889 0.0594994  -0.425762 0.723957  0.0698283 0.31743    0.287061 0.0602405  0.940814 0.218038  -0.404987 0.723879  0.0797243 0.317398
MB+1_3_07 1 3 7    -0.0210584 0.00784613  -0.239746 0.137515   0.902909 0.119832    3.91827 0.0842781  1.32936 0.572873  0.0492775 0.0926554  0.126351 0.0617531  0.952187 0.0759918    0.549203 0.0789951  -0.505113 0.184613    3.91954 0.0843013  0.440195 0.699766  1.34196 0.573212  0.0358134 0.0951237    0.126302 0.0617531  0.913185 0.742585  0.77607 0.323312    0.106678 0.0624173  0.491549 0.227807  0.980514 0.743215  0.80434 0.323566
MB+1_3_08 1 3 8    -0.0667514 0.00758424  -0.373182 0.136949   1.04311 0.116527    3.2991 0.0830046  0.556647 0.571206  -0.223856 0.0897951  1.12697 0.0601218  0.819252 0.0742662    -0.269141 0.0763934  -1.98025 0.178217    3.30266 0.0830206  1.39891 0.679661  0.583164 0.571335  -0.266968 0.0922002    1.12776 0.0601217  -0.809846 0.725536  0.239941 0.316433    1.1079 0.0607467  0.50402 0.220925  -0.78591 0.725585  0.251162 0.31646
MB+1_3_09 1 3 9    0.00875399 0.00768158  -0.276865 0.136271   0.935984 0.117793    2.31977 0.0820468  0.703664 0.567984  -0.132191 0.090707  -0.670916 0.0602536  0.803793 0.0751496    -0.574116 0.0775114  0.0976741 0.180159    2.32179 0.0820596  0.901683 0.692531  0.722904 0.568163  -0.16235 0.0936209    -0.671042 0.0602532  0.00261314 0.737108  0.504688 0.323488    -0.704444 0.0610479  0.754698 0.222152  0.0107146 0.737054  0.508253 0.323464
MB+1_3_10 1 3 10    -0.0877099 0.00779943  -0.56527 0.143889   0.950201 0.140564    1.9103 0.0839957  2.36432 0.600692  0.349301 0.0923866  -0.283915 0.09973  1.2995 0.105938    0.957523 0.0786583  -1.9496 0.182358    1.91069 0.0839989  0.300965 0.7112  2.36462 0.60069  0.340331 0.0947887    -0.28328 0.061751  1.80997 0.756548  1.06273 0.332326    -0.295764 0.0625784  0.277679 0.225644  1.85489 0.757418  1.08327 0.332741
MB+1_3_11 1 3 11    -0.0398443 0.00791115  -0.513001 0.139819   0.632933 0.121756    0.79376 0.0843149  1.6959 0.582646  0.247555 0.0934322  -1.96778 0.0623636  0.880488 0.0780702    -0.0334216 0.0800249  -0.797731 0.185323    0.794458 0.0843447  0.206356 0.722315  1.70726 0.583893  0.239103 0.0979839    -1.97029 0.0623886  0.622949 0.76912  0.420642 0.33877    -2.01201 0.0633362  0.871215 0.228713  0.583249 0.769108  0.395269 0.338799
MB+1_3_12 1 3 12    -0.0483653 0.00769788  -0.169036 0.138031   0.302197 0.118667    -0.122155 0.0827045  0.874849 0.575541  0.338841 0.0912978  -1.26394 0.0606638  0.641038 0.0758059    0.707426 0.0777002  -0.934376 0.180916    -0.12018 0.0827255  0.674755 0.696748  0.889268 0.575701  0.314862 0.0945821    -1.26253 0.0606636  -1.00035 0.740413  -0.156127 0.323763    -1.30555 0.0613991  1.00593 0.223059  -0.943227 0.740421  -0.128442 0.323777
MB+2_3_01 2 3 1    0.00132773 0.0114721  -0.00778273 0.208772   -0.0497671 0.186283    -0.852888 0.116568  1.27858 0.819391  0.341943 0.137478  -0.740931 0.104467  0.292176 0.125703    1.2153 0.223448  0.3769 0.268936    -0.849395 0.116675  0.716287 1.02797  1.30601 0.820341  0.322058 0.140409    -0.741994 0.100613  3.3524 1.33149  2.03295 1.12471    -0.668547 0.101388  1.18165 0.206216  3.7692 1.33296  2.39181 1.12602
MB+2_3_02 2 3 2    0.0228594 0.0118666  0.383177 0.219312   -1.5372 0.193984    -1.91076 0.123443  -1.17242 0.862038  0.00473942 0.142683  0.526801 0.106254  -1.53246 0.13142    -0.0626763 0.233977  0.608898 0.279289    -1.90615 0.123473  1.68398 1.07982  -1.16985 0.862013  -0.041511 0.145727    0.522471 0.106302  0.687688 1.38251  0.039084 1.17532    0.533146 0.106373  0.546349 0.211577  0.790571 1.38297  0.137895 1.17584
MB+2_3_03 2 3 3    0.0352309 0.0105824  -0.0469565 0.193456   -0.022539 0.177791    -0.313495 0.108783  0.43975 0.759863  -0.190915 0.127379  1.10488 0.130862  -0.213454 0.124034    -0.560253 0.206218  0.735002 0.247234    -0.307554 0.108944  0.973099 0.974851  0.521362 0.764237  -0.229661 0.133162    1.10759 0.0959881  1.63266 1.27085  0.791197 1.07725    1.12021 0.0964287  0.261436 0.191225  1.54651 1.27239  0.71297 1.07875
MB+2_3_04 2 3 4    0.0101156 0.0105469  -0.00967031 0.193966   0.538855 0.173632    1.61056 0.108681  0.428274 0.762581  0.383393 0.126607  1.67798 0.0943811  0.922247 0.118822    0.157243 0.205633  0.648855 0.246126    1.61968 0.108844  1.45247 0.958293  0.536057 0.765865  0.331922 0.131078    1.67573 0.0943928  -1.30965 1.23873  -0.542456 1.05073    1.73041 0.0948695  1.0505 0.18826  -1.24062 1.23838  -0.495172 1.05042
MB+2_3_05 2 3 5    0.0427916 0.0105756  -0.29083 0.193374   1.46411 0.174605    2.64645 0.11034  1.28082 0.759429  0.46527 0.127236  1.4341 0.0953476  1.92938 0.119573    -0.930332 0.20613  1.58884 0.246815    2.64234 0.110538  -0.593459 0.9566  1.25025 0.761031  0.491457 0.134049    1.43603 0.0953622  -0.0866377 1.2411  0.775968 1.05355    1.511 0.0958552  1.38842 0.189453  -0.592361 1.24232  0.366439 1.05443
MB+2_3_06 2 3 6    -0.0739544 0.0102534  -0.658975 0.185311   2.68523 0.166863    3.50634 0.105482  1.85302 0.726979  0.130519 0.123046  0.311252 0.0905475  2.81575 0.112708    0.724857 0.198322  -1.81037 0.239316    3.50658 0.105644  0.0589153 0.909033  1.85583 0.729398  0.128496 0.127278    0.310444 0.0905456  -0.328267 1.18683  0.989776 0.999861    0.348012 0.0915473  0.511693 0.184563  -0.261987 1.18697  1.044 0.99997
MB+2_3_07 2 3 7    -0.0122333 0.0101944  -0.15431 0.186329   0.339084 0.168085    4.10821 0.105792  -0.00427224 0.731964  -0.0145796 0.122879  2.05451 0.0915535  0.324504 0.114688    -0.383083 0.198239  -0.33675 0.238705    4.1142 0.105955  0.936564 0.926546  0.0619428 0.734862  -0.05009 0.127794    2.05381 0.0915613  -0.68236 1.20397  -0.244134 1.01619    2.06761 0.0921839  0.23694 0.183843  -0.70322 1.20406  -0.26343 1.01628
MB+2_3_08 2 3 8    -0.0721128 0.0103424  0.0151046 0.201271   -0.503547 0.171125    3.29981 0.108223  -1.50828 0.798468  0.0560419 0.124387  0.985265 0.133051  -0.447505 0.117523    0.193959 0.202004  -1.83949 0.241731    3.30446 0.108256  1.55262 0.955928  -1.45424 0.799118  0.0182986 0.126528    0.98552 0.0918984  -0.747273 1.21797  0.193657 1.03285    1.00957 0.0922842  0.516923 0.18265  -0.509813 1.22067  0.391752 1.03506
MB+2_3_09 2 3 9    -0.00438393 0.0100937  -0.293005 0.18436   1.5064 0.166435    2.48357 0.103829  1.05596 0.723882  0.180245 0.121092  1.33804 0.0911183  1.68664 0.114182    -0.0912593 0.197102  0.0650809 0.235891    2.48156 0.103944  -0.411726 0.912429  1.02969 0.72633  0.192704 0.124268    1.33648 0.0911311  -0.118541 1.1898  0.697294 1.00873    1.37448 0.0915179  0.804396 0.181829  0.0239765 1.19001  0.808913 1.00885
MB+2_3_10 2 3 10    0.0419504 0.0102128  0.340452 0.186516   -0.236723 0.167199    0.955251 0.103656  -0.889155 0.732267  -0.380413 0.121488  -0.190568 0.0912151  -0.617136 0.114875    -0.392731 0.199924  0.719769 0.2387    0.95423 0.103728  -0.222519 0.925502  -0.899758 0.733499  -0.373669 0.124783    -0.190491 0.0912169  -0.718858 1.20328  -0.473212 1.02311    -0.153341 0.091496  0.913616 0.182557  -0.489828 1.20386  -0.283349 1.02357
MB+2_3_11 2 3 11    -0.0528688 0.0102927  -0.227098 0.188714   1.24976 0.170885    0.254841 0.105495  1.46649 0.741597  -0.315848 0.124388  -0.304425 0.0924806  0.933909 0.117172    1.70009 0.200824  -1.70476 0.240091    0.256839 0.105597  0.395871 0.951941  1.49112 0.744062  -0.330843 0.129493    -0.30979 0.0924911  -2.09409 1.22148  -2.07527 1.03894    -0.28617 0.0927263  0.646357 0.18465  -2.07289 1.22134  -2.06522 1.03882
MB+2_3_12 2 3 12    0.0833744 0.010617  -0.390024 0.198574   1.9593 0.177484    -0.0765244 0.107945  2.39992 0.783106  0.0502819 0.128003  -0.682037 0.0958521  2.00959 0.122946    -1.15161 0.206692  2.24243 0.248074    -0.0819267 0.108087  -0.963986 0.990603  2.35749 0.784317  0.0831599 0.132384    -0.679851 0.0958544  -0.192542 1.29112  -0.165216 1.09007    -0.634467 0.096357  0.868639 0.191968  -0.0570598 1.29119  -0.0429182 1.09017
MB-2_4_01 -2 4 1    -0.0179188 0.00936244  -0.135276 0.115641   0 0    0.586636 0.104425  0.22527 0.405693  -0.105033 0.134377  0 0  0 0    0.0568373 0.179711  -0.654654 0.253793    0.586939 0.10458  0.0603173 0.883206  0.227124 0.406722  -0.112688 0.173771    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_02 -2 4 2    -0.112377 0.00930526  -0.143954 0.11423   0 0    0.00444512 0.103657  0.341472 0.400035  0.172057 0.133431  0 0  0 0    2.27878 0.177965  -3.27005 0.251859    -0.00245693 0.103843  -0.964488 0.874319  0.304032 0.401455  0.296839 0.174942    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_03 -2 4 3    -0.0186994 0.00922273  0.358267 0.112702   0 0    -0.706738 0.102398  -0.730049 0.393572  0.180283 0.133065  0 0  0 0    1.21954 0.176495  -0.39244 0.249167    -0.709462 0.102564  -0.427062 0.878788  -0.74441 0.394733  0.235909 0.175505    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_04 -2 4 4    -0.0495242 0.0119261  -0.280795 0.147086   0 0    -2.02621 0.123001  -0.395852 0.518742  -0.384916 0.17502  0 0  0 0    -0.465372 0.221834  -1.90278 0.320899    -2.03559 0.12334  -1.75063 1.37483  -0.468632 0.520783  0.00181827 0.350503    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_05 -2 4 5    0.0552353 0.00918888  -0.0561936 0.115589   0 0    -1.40231 0.100421  0.31688 0.409132  -0.391192 0.131454  0 0  0 0    -1.17621 0.176148  1.29921 0.248598    -1.3988 0.100574  -0.56314 0.885019  0.339158 0.410687  -0.46187 0.172081    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_06 -2 4 6    0.0216204 0.00902102  -0.304957 0.111577   0 0    -3.33412 0.0994713  1.84817 0.391898  -0.713235 0.129863  0 0  0 0    0.0591557 0.172691  -0.0504197 0.244171    -3.34797 0.0996381  2.0383 0.866405  1.7641 0.393487  -0.449329 0.171551    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_07 -2 4 7    0.0956824 0.0114217  -0.108181 0.138452   0 0    -4.3038 0.148483  0.164242 0.482651  -0.678907 0.166086  0 0  0 0    -2.47128 0.216183  2.25255 0.308006    -4.31327 0.149065  0.656917 0.912268  0.123876 0.485887  -0.599645 0.199233    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_08 -2 4 8    0.035416 0.00919947  -0.259332 0.125032   0 0    -2.73857 0.102089  -0.303388 0.455969  -0.0732513 0.131082  0 0  0 0    -2.21139 0.177491  1.01114 0.249316    -2.73719 0.102189  -0.199189 0.912981  -0.292964 0.456913  -0.0950714 0.164923    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_09 -2 4 9    0.00356759 0.0139091  -0.176619 0.746185   0 0    -1.3113 0.17302  1.17368 3.14736  -0.445505 0.191217  0 0  0 0    0.341281 0.277542  -0.336221 0.380755    -1.31031 0.17303  -1.27169 2.53431  1.20019 3.14775  -0.45467 0.192092    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_10 -2 4 10    0.0480422 0.0127223  -0.197643 0.203081   0 0    -0.129926 0.115754  1.46452 0.776613  0.0578141 0.174795  0 0  0 0    -0.46759 0.245335  1.52658 0.347462    -0.132661 0.115959  -0.733978 1.85001  1.42857 0.78189  0.19297 0.382822    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_11 -2 4 11    -0.0152401 0.0141343  -2.20631 0.765577   0 0    2.04777 0.175723  7.78509 3.2298  0.622529 0.194916  0 0  0 0    -1.25854 0.281374  0.155955 0.386333    2.04871 0.175729  1.75463 2.56651  7.80088 3.22966  0.615928 0.195134    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_12 -2 4 12    -0.0189967 0.00952469  -0.101186 0.127311   0 0    1.59065 0.105268  -0.126426 0.461181  -0.22349 0.13535  0 0  0 0    -0.125598 0.184445  -0.805205 0.258357    1.60159 0.105389  2.01611 0.934224  -0.0508675 0.462503  -0.443106 0.169344    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_13 -2 4 13    -0.0419151 0.0106581  -0.0424537 0.137318   0 0    -0.159722 0.101849  0.855116 0.49281  -1.24966 0.154811  0 0  0 0    1.62648 0.199946  -2.53367 0.287459    -0.167544 0.101945  2.38133 1.37211  0.764136 0.495576  -0.741334 0.331294    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-2_4_14 -2 4 14    -0.00264972 0.0128285  -0.3467 0.208854   0 0    2.20926 0.117259  1.22417 0.803075  -0.705685 0.178107  0 0  0 0    -0.191144 0.246036  -0.786544 0.348613    2.20717 0.117423  0.633598 1.9055  1.1911 0.808738  -0.588101 0.396128    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_01 -1 4 1    0.000204812 0.00816976  -0.00700764 0.0874677   0 0    0.11694 0.0904017  0.353742 0.350881  -0.533204 0.112046  0 0  0 0    0.321584 0.0819924  -0.526937 0.223482    0.11915 0.0904311  0.685391 0.729485  0.372632 0.351449  -0.616274 0.142759    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_02 -1 4 2    0.171569 0.00825853  -0.165622 0.0884169   0 0    -0.2106 0.0898802  0.0948147 0.354743  -0.145362 0.11304  0 0  0 0    -2.56216 0.0829777  5.09226 0.225353    -0.209717 0.089911  0.291938 0.741776  0.0986016 0.354885  -0.180018 0.143341    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_03 -1 4 3    0.00233736 0.0121948  0.107856 0.103233   0 0    -0.908205 0.107926  0.172437 0.391455  -0.440498 0.174757  0 0  0 0    0.602754 0.131927  -0.368899 0.330158    -0.91121 0.108271  0.397597 1.09762  0.168344 0.390475  -0.499604 0.238988    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_04 -1 4 4    -0.0184223 0.0094923  0.246063 0.109941   0 0    -2.49392 0.0907477  0.00744659 0.445166  -0.63624 0.130761  0 0  0 0    1.26535 0.0943098  -1.20211 0.260606    -2.49503 0.0907575  -0.327837 1.12481  0.00607512 0.44411  -0.566152 0.273587    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_05 -1 4 5    -0.0349849 0.00785248  -0.162871 0.0870762   0 0    -3.21077 0.0848068  0.243173 0.35083  -0.424273 0.106855  0 0  0 0    -0.0510046 0.0787423  -1.49632 0.215596    -3.21188 0.0845997  0.517425 0.734829  0.240967 0.349818  -0.363042 0.137812    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_06 -1 4 6    -0.0520735 0.00776639  -0.295621 0.0869924   0 0    -4.26248 0.0850415  1.86628 0.350772  -0.346753 0.106155  0 0  0 0    1.20382 0.0781334  -1.94474 0.213381    -4.26053 0.0850534  -0.987909 0.722622  1.86271 0.350776  -0.461905 0.13552    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_07 -1 4 7    0.0345351 0.00792988  0.17743 0.0886523   0 0    -5.30995 0.0865922  -1.75422 0.357462  0.0333089 0.108135  0 0  0 0    -1.39345 0.0796131  1.09287 0.217941    -5.31082 0.0866004  0.533927 0.735764  -1.75245 0.35747  0.0954669 0.137951    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_08 -1 4 8    0.0207987 0.00791258  0.218924 0.0997016   0 0    -3.21748 0.0873058  0.255013 0.406839  -0.299889 0.108209  0 0  0 0    0.949303 0.0795616  0.337731 0.2171    -3.21849 0.087121  0.802768 0.783192  0.265305 0.406239  -0.218613 0.134189    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_09 -1 4 9    -0.0476077 0.0114116  -0.593508 0.641605   0 0    -2.41372 0.148348  2.19625 2.7246  -0.485749 0.157467  0 0  0 0    0.21252 0.117837  -1.94577 0.31254    -2.41224 0.148351  -2.46069 2.11283  2.25608 2.72503  -0.508064 0.158625    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_10 -1 4 10    0.0526877 0.0119798  -0.385539 0.168497   0 0    -1.5365 0.107149  1.84679 0.693412  -0.576527 0.161159  0 0  0 0    -0.394206 0.121016  1.03483 0.329033    -1.53661 0.107148  1.55603 1.5947  1.86957 0.693792  -0.849256 0.322637    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_11 -1 4 11    -0.00297603 0.0116356  -1.23977 0.65924   0 0    0.204027 0.150506  5.11025 2.79959  -0.320918 0.160238  0 0  0 0    -0.131511 0.11986  -0.412262 0.319169    0.204264 0.150504  -1.60828 2.16134  5.09078 2.79969  -0.318719 0.160271    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_12 -1 4 12    -0.159143 0.00859276  -0.304437 0.0995709   0 0    0.634107 0.0921465  0.206344 0.403021  -0.212782 0.116898  0 0  0 0    0.722443 0.0867959  -5.08769 0.235832    0.630613 0.0923135  -0.812493 0.833216  0.194822 0.403219  -0.119681 0.150931    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_13 -1 4 13    -0.0269892 0.00950868  0.395427 0.10783   0 0    -1.59805 0.0874899  1.26611 0.435692  -0.237376 0.12833  0 0  0 0    3.25729 0.0943512  -1.06531 0.261946    -1.59621 0.0878067  -0.585839 1.14783  1.26608 0.435723  -0.358193 0.269233    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB-1_4_14 -1 4 14    -0.195827 0.0113025  -0.267713 0.176242   0 0    -0.531446 0.10185  -0.389125 0.730106  -0.936922 0.151041  0 0  0 0    0.693934 0.113757  -6.91847 0.310442    -0.532928 0.101863  1.33301 1.6352  -0.364026 0.730762  -0.698802 0.329042    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_01 0 4 1    0.0152263 0.00787826  0.405483 0.0781443   0 0    0.624851 0.0899099  -0.581898 0.331974  0.00619735 0.105372  0 0  0 0    1.14438 0.0192075  0.474896 0.218421    0.627761 0.0899702  -0.707972 0.70751  -0.583416 0.332067  0.107559 0.146229    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_02 0 4 2    -0.0460724 0.00885612  -0.480128 0.0880545   0 0    0.507222 0.101187  1.29952 0.374072  0.121422 0.118241  0 0  0 0    -0.74362 0.0216758  -1.30274 0.246902    0.536876 0.101497  -2.86798 0.778979  1.39962 0.37502  -0.280289 0.160885    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_03 0 4 3    -0.0204476 0.00806068  -0.0297688 0.0874899   0 0    1.6283 0.0866777  0.115547 0.371769  0.51262 0.107565  0 0  0 0    -0.010485 0.0198205  -0.114861 0.222748    1.63084 0.0866702  -2.90422 0.730314  0.28962 0.374277  0.209201 0.131868    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_04 0 4 4    -0.119378 0.00983187  -0.85983 0.187343   0 0    -3.26776 0.0845827  3.61086 0.796841  -0.0424285 0.128494  0 0  0 0    -0.051804 0.0240178  -3.69832 0.2723    -3.26894 0.0845551  1.95277 1.39932  3.62264 0.796904  -0.389252 0.279688    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_05 0 4 5    -0.0340107 0.00733475  -0.110265 0.0755002   0 0    -4.0564 0.0805331  1.4806 0.320781  -0.125029 0.0978526  0 0  0 0    1.01024 0.0178482  -1.16685 0.20225    -4.05639 0.0805331  -0.156898 0.660125  1.481 0.320785  -0.144744 0.128189    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_06 0 4 6    0.0287601 0.00725322  -0.24051 0.0762914   0 0    5.75568 0.0802443  -0.102343 0.324162  -0.0599062 0.0966283  0 0  0 0    -1.12532 0.0176999  0.822096 0.200354    5.75597 0.0799693  0.309222 0.643879  -0.0986842 0.32237  -0.0978831 0.123869    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_07 0 4 7    -0.0866765 0.00728636  -0.292632 0.0778889   0 0    6.11149 0.0808812  1.5078 0.330966  0.160972 0.0971959  0 0  0 0    0.261651 0.0177632  -2.49882 0.201362    6.11166 0.0808217  0.484754 0.301395  1.50529 0.329809  0.101676 0.0559131    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_08 0 4 8    0.122112 0.0073964  0.254082 0.0863494   0 0    -3.68511 0.0818053  1.08379 0.366997  -0.32825 0.0972599  0 0  0 0    2.16907 0.0181256  3.4198 0.205133    -3.68473 0.0818108  -0.226044 0.675455  1.08691 0.367123  -0.352987 0.122198    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_09 0 4 9    0.0259456 0.013324  -2.48367 0.928207   0 0    -2.90567 0.263588  10.7018 3.94968  0.247233 0.181062  0 0  0 0    0.133366 0.0331768  1.04472 0.367341    -2.92164 0.263596  5.93189 1.97833  10.5666 3.94923  0.24342 0.181033    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_10 0 4 10    0.00234802 0.0110017  1.23476 0.160461   0 0    3.84122 0.10193  -5.59546 0.682279  -0.360575 0.142271  0 0  0 0    -0.341074 0.026942  -0.2884 0.306792    3.8462 0.101971  2.35825 1.49363  -5.55116 0.682824  0.0784984 0.3124    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_11 0 4 11    -0.0245798 0.0109516  -0.144372 0.635407   0 0    0.507324 0.144241  -0.417024 2.70372  -0.235641 0.150121  0 0  0 0    -1.03282 0.0273636  -0.99166 0.301545    0.508022 0.144234  -3.80767 2.03751  -0.214041 2.70568  -0.242889 0.150161    0 0  0 0  0 0    0 0  0 0  0 0  0 0
