label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+1_4_04 1 4 4    -0.0313031 0.0141535  -0.343428 0.127565   0 0    1.74447 0.113298  0.555087 0.492858  0.363506 0.205379  0 0  0 0    -0.524057 0.147928  -0.594389 0.381315    1.75729 0.115013  1.14774 1.77461  0.582478 0.494625  0.649065 0.486871    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_05 1 4 5    -0.119565 0.00798779  -1.142 0.0888287   0 0    4.16731 0.0886751  -0.147708 0.358044  0.345434 0.109859  0 0  0 0    -3.64142 0.0797377  -3.31864 0.218748    4.16828 0.0886968  0.355165 0.751801  -0.145716 0.358061  0.301632 0.143616    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_06 1 4 6    0.051487 0.00758381  -0.0633406 0.0844418   0 0    5.39458 0.0837119  0.322634 0.340399  0.199031 0.104699  0 0  0 0    -0.534909 0.0757829  1.77829 0.207724    5.39562 0.0836344  0.442748 0.707924  0.322486 0.340454  0.146859 0.133794    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_07 1 4 7    0.010491 0.00786855  -0.43229 0.0872659   0 0    4.28861 0.0858103  1.14695 0.351495  -0.0412479 0.107478  0 0  0 0    -0.81255 0.0790591  0.280712 0.216243    4.28452 0.085949  -1.96459 0.730512  1.16366 0.352276  0.188418 0.137252    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_08 1 4 8    0.0226139 0.00786717  -0.0745679 0.0965015   0 0    4.53585 0.0865665  -0.281799 0.392785  0.21616 0.107108  0 0  0 0    -0.857141 0.0793177  0.909696 0.216197    4.53635 0.0865722  0.27121 0.75928  -0.28459 0.392866  0.187773 0.133361    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_09 1 4 9    -0.0126638 0.0103528  0.0919792 0.593028   0 0    3.01216 0.135212  -2.40114 2.51851  0.141854 0.142687  0 0  0 0    -1.86522 0.106435  -0.247103 0.284165    3.01216 0.135203  4.62552 1.91941  -2.36762 2.51838  0.129444 0.142758    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_10 1 4 10    -0.151308 0.0112247  -0.152197 0.163177   0 0    4.24506 0.102205  -0.394548 0.672923  0.16898 0.148976  0 0  0 0    0.690706 0.113122  -4.45616 0.309085    4.24356 0.10224  0.954783 1.55057  -0.419963 0.674341  0.346762 0.324905    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_11 1 4 11    -0.0155782 0.010496  0.694863 0.598344   0 0    0.647372 0.135702  -3.1759 2.54108  -0.0833651 0.14507  0 0  0 0    -0.0421758 0.107573  -0.561238 0.28744    0.646799 0.135703  1.57448 1.95787  -3.15732 2.54116  -0.0756013 0.145366    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_12 1 4 12    0.0549991 0.00796005  0.11822 0.0943394   0 0    -0.27265 0.0878509  -0.271094 0.382827  0.220386 0.108254  0 0  0 0    -0.394352 0.0798996  1.90951 0.219194    -0.276963 0.0879243  0.888723 0.74426  -0.296735 0.383426  0.316375 0.13483    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_13 1 4 13    -0.0210855 0.0145208  0.224771 0.132552   0 0    2.72537 0.114847  -1.8667 0.513135  0.130496 0.213185  0 0  0 0    -0.652257 0.152594  -0.514747 0.389876    2.74506 0.116708  -1.70983 1.80807  -1.81854 0.515666  0.538293 0.481045    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_14 1 4 14    0.126612 0.0114101  0.461986 0.172118   0 0    2.41299 0.10333  -0.734348 0.711549  0.947073 0.152466  0 0  0 0    -0.207566 0.115387  4.80602 0.312562    2.41247 0.103905  -0.187603 1.6049  -0.728454 0.714213  0.980379 0.321738    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_01 2 4 1    -0.0651989 0.00952701  -0.0945215 0.114958   0 0    -1.97535 0.108488  0.64828 0.398508  -0.153278 0.137351  0 0  0 0    1.73248 0.182531  -2.1596 0.259003    -1.97833 0.108681  0.408089 0.901237  0.632443 0.399933  -0.096387 0.185952    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_02 2 4 2    0.000256594 0.0103288  -0.138196 0.126383   0 0    -2.38706 0.118975  0.533437 0.439238  -0.181915 0.149676  0 0  0 0    -0.0605273 0.199885  -0.173953 0.283397    -2.40037 0.119132  2.13012 0.993803  0.454787 0.44073  0.115815 0.204162    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_03 2 4 3    0.05102 0.0101904  0.15914 0.129558   0 0    -1.36852 0.110848  0.0464183 0.458934  -0.422733 0.146163  0 0  0 0    -0.442442 0.197686  1.15134 0.278355    -1.37262 0.111042  0.597495 0.959822  0.0221615 0.460535  -0.356973 0.180417    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_04 2 4 4    0.0733421 0.0108066  -0.139811 0.137049   0 0    0.201044 0.105904  0.686234 0.488755  0.0346906 0.158016  0 0  0 0    -1.57808 0.201796  2.28043 0.290732    0.192187 0.106038  2.26402 1.37848  0.602361 0.49141  0.536955 0.344219    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_05 2 4 5    -0.0187229 0.00935943  0.30679 0.114845   0 0    3.22367 0.103532  -1.7308 0.401578  0.458487 0.134288  0 0  0 0    0.000975718 0.179318  -0.114665 0.253096    3.23352 0.103752  1.28906 0.893168  -1.67478 0.403438  0.288707 0.178528    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_06 2 4 6    0.0155784 0.00890871  -0.111073 0.111531   0 0    3.735 0.0988414  -0.177054 0.393925  0.253283 0.128582  0 0  0 0    -1.00381 0.170477  0.730754 0.240878    3.73816 0.0990291  0.447305 0.854572  -0.156755 0.395804  0.19774 0.166766    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_07 2 4 7    -0.0453238 0.00923384  -0.664368 0.115197   0 0    5.50288 0.102685  1.82528 0.406216  -0.405691 0.132467  0 0  0 0    0.0274277 0.176967  -1.79658 0.250498    5.51438 0.102905  1.46874 0.878941  1.88892 0.407997  -0.591384 0.172872    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_08 2 4 8    -0.0203588 0.00949294  -0.0682388 0.126061   0 0    4.75782 0.104402  -0.281848 0.455397  0.154047 0.134927  0 0  0 0    -0.109029 0.183633  -0.469912 0.257761    4.74837 0.104575  -1.47521 0.928987  -0.340009 0.456859  0.31638 0.169277    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_09 2 4 9    -0.0376916 0.012754  0.393997 0.68891   0 0    2.58474 0.157002  -2.55853 2.90592  0.277784 0.175553  0 0  0 0    -0.0250307 0.255772  -0.880224 0.350319    2.5857 0.157005  1.90587 2.33947  -2.54142 2.90595  0.265581 0.176183    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_10 2 4 10    0.00732888 0.0122347  0.455801 0.195887   0 0    2.52925 0.112938  -1.34692 0.749756  0.173079 0.168563  0 0  0 0    0.426238 0.235589  0.397115 0.333861    2.52891 0.113062  0.0951528 1.77524  -1.3521 0.755148  0.190968 0.372512    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_11 2 4 11    -0.0115578 0.0130179  -1.01812 0.71175   0 0    0.0320796 0.160417  4.35549 3.00298  -0.188125 0.180128  0 0  0 0    0.28562 0.260372  -0.543123 0.356975    0.0323267 0.160417  -1.42033 2.41814  4.35567 3.00297  -0.192829 0.180294    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_12 2 4 12    -0.0481406 0.0105322  0.205383 0.138829   0 0    -0.152906 0.126767  -0.0673308 0.500658  0.147867 0.149229  0 0  0 0    1.90096 0.202542  -1.32997 0.286822    -0.134787 0.127023  -2.07551 0.948088  0.0270211 0.502454  -0.102044 0.187884    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_13 2 4 13    0.00204997 0.0110383  0.338178 0.143139   0 0    2.32265 0.105231  -1.87952 0.514878  0.298229 0.160611  0 0  0 0    -0.487118 0.206857  0.361041 0.297654    2.32664 0.105343  1.19643 1.43785  -1.82122 0.519624  0.041991 0.347527    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_14 2 4 14    0.191978 0.0123085  -0.445317 0.196021   0 0    -0.0674715 0.113392  2.53488 0.749179  1.07591 0.169877  0 0  0 0    -3.72526 0.237019  6.95755 0.336665    -0.0720819 0.113558  -1.36734 1.82522  2.46628 0.754744  1.33667 0.387317    0 0  0 0  0 0    0 0  0 0  0 0  0 0
